PulseType,PulseIndex,SOC,C_rate,R0,R1,C1,R2,C2
WLTP_augmented,-1,48.0,1.89,0.0004663111127846,0.007626562112891207,13.382750349243258,0.012790867832411339,1608.260628460886
WLTP_augmented,-1,48.0,1.9,0.0004676044295138,0.007619677770114554,13.372863342679238,0.012767386580955137,1610.5244085802212
WLTP_augmented,-1,48.0,1.91,0.0004688937873465,0.007612796668385712,13.362971832143435,0.012743905329498522,1612.788188867373
WLTP_augmented,-1,48.0,1.92,0.0004701791862828,0.007605918807704681,13.353075817635856,0.012720424078041907,1615.051969322341
WLTP_augmented,-1,48.0,1.93,0.0004714606263227,0.00759904418807146,13.343175299156492,0.012696942826585702,1617.315749945125
WLTP_augmented,-1,48.0,1.94,0.000472738107466,0.00759217280948605,13.33327027670535,0.012673461575129087,1619.5795307357262
WLTP_augmented,-1,48.0,1.95,0.0004740116297129,0.00758530467194845,13.323360750282427,0.012649980323672882,1621.8433116941428
WLTP_augmented,-1,48.0,1.98,0.0004778084430749,0.007564719705622515,13.293605147182975,0.012579536569303447,1628.6346555762896
WLTP_augmented,-1,48.0,1.99,0.000479066129736,0.007557864532276157,13.283677604872928,0.012556055317847242,1630.8984372059713
WLTP_augmented,-1,48.0,2.02,0.0004840662440191,0.007539639015264348,13.193447551740368,0.012508043321448038,1633.459923587631
WLTP_augmented,-1,48.0,2.04,0.0004877603636602,0.007528210805711126,13.114891346547315,0.012482859224331878,1633.8808286347355
WLTP_augmented,-1,48.0,2.05,0.0004896014851361,0.007522501562506232,13.075606487993115,0.012470267175773389,1634.091281410012
WLTP_augmented,-1,48.0,2.1,0.0004987477090685,0.007494003962198914,12.879114635645415,0.012407306932982578,1635.1435478036385
WLTP_augmented,-1,48.0,2.24,0.0005238306028501,0.007414641740697121,12.328338420825078,0.012231018253167822,1638.089916025351
WLTP_augmented,-1,48.0,2.25,0.0005255925463968,0.007408997318448437,12.288963482835273,0.012218426204609742,1638.3003721569526
WLTP_augmented,-1,48.0,2.26,0.000527350531047,0.007403356137247561,12.249584040873687,0.012205834156051662,1638.5108284563696
WLTP_augmented,-1,48.0,2.3,0.0005343428806833,0.007380823822922169,12.092021233309538,0.01215546596181893,1639.352655332202
WLTP_augmented,-1,48.0,2.56,0.0005782491836999,0.0072356277884530985,11.06610643514818,0.011828072699305983,1644.8245954734414
WLTP_augmented,-1,48.0,2.78,0.0006133103735373,0.007114480878684726,10.195646585757734,0.011551047631025768,1649.4547872768458
WLTP_augmented,-1,48.0,2.79,0.0006148585366752,0.007109011473017807,10.15602843329178,0.011538455582467277,1649.6652524705235
WLTP_augmented,-1,48.0,2.81,0.0006179429862616,0.0070980823848274,10.076778616444539,0.011513271485351117,1650.0861833613276
WLTP_augmented,-1,48.0,2.9,0.0006316270440255,0.00704906191983719,9.719931494028824,0.011399943048327168,1651.98038067685
WLTP_augmented,-1,48.0,3.17,0.000670755193638,0.006903575674102251,8.647201196496376,0.01105995773725614,1657.6630541821066
WLTP_augmented,-1,48.0,3.6,0.0007263726783777,0.006684077203429877,6.946008124443282,0.010517283628721768,1668.801505261329
WLTP_augmented,-1,48.0,4.18,0.0008197768865348,0.00668154560303866,5.581132308763744,0.01095017801456271,1690.6318721077528
WLTP_augmented,-1,48.0,4.28,0.0008539419176019,0.006824004683500019,5.858543981914518,0.01141309771040809,1720.2262112676883
WLTP_augmented,-1,48.0,4.72,0.0009994780627413,0.007648931358152686,7.6010503043757955,0.013335460272313138,1928.9365200799266
WLTP_augmented,-1,48.0,4.74,0.0010059112328287,0.007686577113381624,7.680047954513046,0.013422840388763645,1938.4233600182115
WLTP_augmented,-1,48.0,5.82,0.0011305579812532,0.007817559190560246,8.033546567904605,0.014182768782559231,2061.7518860419204
WLTP_augmented,-1,48.0,5.83,0.00113091426291,0.007813335542856313,8.025221445160915,0.01417823914485555,2061.7573788950467
WLTP_augmented,-1,48.0,7.64,0.0011301942592042,0.007102238606929258,6.4441893093573395,0.013358374720522651,2062.754349412204
WLTP_augmented,-1,48.5,0.96,0.0003277717760972,0.008214128919517966,13.662135760189944,0.014785577961585455,1361.205547405909
WLTP_augmented,-1,48.5,0.97,0.0003277717760972,0.008210239498176279,13.661276901351199,0.014785577961585455,1361.205565210615
WLTP_augmented,-1,48.5,0.99,0.0003277717760972,0.008202470378636337,13.659545671758368,0.014785577961585455,1361.2056013234755
WLTP_augmented,-1,48.5,1.02,0.0003428865622208,0.008198031041375302,13.81323796953529,0.014758499243133334,1380.3375676340004
WLTP_augmented,-1,48.5,1.04,0.0003436754148372,0.008184751249337466,13.803684928283214,0.014713318327837493,1385.558750963065
WLTP_augmented,-1,48.5,1.06,0.0003444642674536,0.00817148442149087,13.794113871144017,0.014668137412542054,1390.7799349633954
WLTP_augmented,-1,48.5,1.07,0.0003448586937617,0.008164855869139287,13.78932158661675,0.014645546954894131,1393.3905272152847
WLTP_augmented,-1,48.5,1.09,0.0003456475463781,0.008151608487579554,13.77972350564687,0.014600366039598283,1398.611712222512
WLTP_augmented,-1,48.5,1.35,0.0003559026303908,0.007980572268706245,13.653309007310359,0.01401301414075228,1466.4871784015759
WLTP_augmented,-1,48.5,1.87,0.0004568121536081,0.007643550127142084,13.377443015431291,0.012835670487522918,1601.210636479603
WLTP_augmented,-1,48.5,1.93,0.0004646057457564,0.007602319961522643,13.318284338883505,0.012694782978784052,1614.7933172594433
WLTP_augmented,-1,48.5,1.94,0.0004658908216436,0.0075954596109200755,13.308408795557645,0.012671301727327847,1617.0570979767733
WLTP_augmented,-1,48.5,2.1,0.000492021939146,0.0074974672113583786,12.854724820502204,0.012405147085181336,1632.6211138723627
WLTP_augmented,-1,48.5,2.25,0.0005189806976305,0.007412625987350602,12.265015854571262,0.012216266356808496,1635.7779371266233
WLTP_augmented,-1,48.5,2.26,0.0005207462770245,0.007406995834132568,12.225665891734957,0.01220367430825001,1635.9883933527703
WLTP_augmented,-1,48.5,2.3,0.0005277690056358,0.0073845076317384335,12.06822100067193,0.012153306114017277,1636.8302199355217
WLTP_augmented,-1,48.5,2.9,0.0006255088536028,0.0070534074076238585,9.697900008908048,0.011397783200525927,1649.4579408839559
WLTP_augmented,-1,48.5,3.78,0.0007392673654161,0.006626659091787506,6.264316983212188,0.010283413666847948,1678.7445658552444
WLTP_augmented,-1,48.5,4.36,0.0008797687856911,0.007020508115487954,6.300127644810731,0.011720179512474008,1776.7549489416308
WLTP_augmented,-1,48.5,4.72,0.0009985471432172,0.007696311840288844,7.726227312489127,0.013293021608578252,1947.5179504067257
WLTP_augmented,-1,48.5,5.53,0.0011181911021448,0.007989758993929142,8.400642233984154,0.01427175228457001,2080.1802487194263
WLTP_augmented,-1,48.5,7.29,0.0011414725506908,0.007281707751271962,6.894236063692617,0.013474536048754277,2081.148705810154
WLTP_augmented,-1,48.5,7.64,0.0011314841590325,0.007152869675465511,6.57803573902855,0.013315998729132033,2081.341916370316
WLTP_augmented,-1,49.0,0.78,0.0003277717760972,0.008288116630595284,13.676927027246512,0.014785577961585455,1361.20524720729
WLTP_augmented,-1,49.0,0.96,0.0003277717760972,0.008217751330960449,13.662768371578606,0.014785577961585455,1361.2055376765584
WLTP_augmented,-1,49.0,0.97,0.0003277717760972,0.008213872937601601,13.661938991865142,0.014785577961585455,1361.2055554079943
WLTP_augmented,-1,49.0,0.99,0.0003277717760972,0.008206125874027338,13.66026672052287,0.014785577961585455,1361.2055913743145
WLTP_augmented,-1,49.0,1.02,0.0003384063268922,0.008197608161847225,13.762379278630943,0.014751881423182643,1376.0794525363415
WLTP_augmented,-1,49.0,1.04,0.0003391951795086,0.008184350425775068,13.75288519562943,0.014706700507886796,1381.3006357188663
WLTP_augmented,-1,49.0,1.06,0.0003399840321249,0.00817110565389415,13.743373096740797,0.01466151959259095,1386.5218195726554
WLTP_augmented,-1,49.0,1.07,0.0003403784584331,0.00816448812952541,13.738610291338807,0.014638929134943027,1389.1324117512745
WLTP_augmented,-1,49.0,1.09,0.0003411673110495,0.008151262803931355,13.729071168619488,0.014593748219647179,1394.3535966119612
WLTP_augmented,-1,49.0,1.18,0.0003447171478231,0.00809190927062474,13.685922169779422,0.01439043410081587,1417.8489367919558
WLTP_augmented,-1,49.0,1.35,0.0003514223950622,0.007980513312611789,13.60342312754027,0.014006396320801588,1462.2290608859994
WLTP_augmented,-1,49.0,1.67,0.0003912232676933,0.0077733677848943715,13.44459969886129,0.013283501676068454,1545.7682495721247
WLTP_augmented,-1,49.0,2.18,0.0005000286797403,0.007455555331559605,12.516378519688692,0.012302250848914224,1631.7823139080251
WLTP_augmented,-1,49.0,2.61,0.0005738919119933,0.00721588405722795,10.822886329102767,0.011760792760911873,1640.8320295071078
WLTP_augmented,-1,49.0,3.1,0.0006491382891508,0.006950075601266037,8.882940950228017,0.011143782381560626,1651.1448743778037
WLTP_augmented,-1,49.0,3.11,0.0006505749570895,0.006944731965094733,8.843237628915652,0.011131190333002547,1651.3553447950605
WLTP_augmented,-1,49.0,3.21,0.0006647238971709,0.006891473861011275,8.445956697344098,0.011005269847420517,1653.4600581975203
WLTP_augmented,-1,49.0,3.32,0.0006798304787194,0.006833264287541483,8.008427463874748,0.01086675731328041,1655.7752623230015
WLTP_augmented,-1,49.0,3.36,0.000685205014207,0.006812194401350453,7.849190805277934,0.01081638911904768,1656.617159766754
WLTP_augmented,-1,49.0,4.36,0.000878747354333,0.007067367639563753,6.424436423028076,0.011677740848739123,1795.3363820891734
WLTP_augmented,-1,49.0,4.99,0.0010837209074212,0.008253475432047122,8.918137398358681,0.014430214516921547,2094.171772764771
WLTP_augmented,-1,49.0,5.53,0.0011180614099832,0.008037939207408026,8.528461586835283,0.01422937629317939,2098.7678313205724
WLTP_augmented,-1,49.0,5.98,0.0011360246638597,0.00784784664912588,8.157902935755303,0.014025542596521983,2099.0149502548556
WLTP_augmented,-1,49.0,6.6,0.0011476423763119,0.007596691902191275,7.632415786538279,0.01374470505890529,2099.3559818774215
WLTP_augmented,-1,49.0,7.29,0.0011426795334288,0.007331828889730594,7.027243742593118,0.013432160057364067,2099.736275515739
WLTP_augmented,-1,49.5,0.77,0.0003277717760972,0.008295345532952933,13.67793635811859,0.014785577961585455,1361.205224510162
WLTP_augmented,-1,49.5,0.78,0.0003277717760972,0.008291416587668528,13.677222032994234,0.014785577961585455,1361.2052389798193
WLTP_augmented,-1,49.5,1.25,0.0003429978966517,0.00804563372346277,13.602121962519774,0.014225683077329715,1431.8649830631355
WLTP_augmented,-1,49.5,1.31,0.0003453644545008,0.008006412840315011,13.573140992499852,0.014090140331442173,1447.5285573435222
WLTP_augmented,-1,49.5,1.32,0.000345758880809,0.00799988737012437,13.568295066928632,0.014067549873794251,1450.139153644277
WLTP_augmented,-1,49.5,1.65,0.0003716407398146,0.007786365081655035,13.405852794909581,0.013322064771413197,1536.288925714087
WLTP_augmented,-1,49.5,1.72,0.000391506650574,0.007741526221703569,13.370764787219914,0.013163931567877735,1554.5631432837738
WLTP_augmented,-1,49.5,1.73,0.0003943288022396,0.007735133634473161,13.365734198805697,0.013141341110229812,1557.173746464994
WLTP_augmented,-1,49.5,2.18,0.0004937294656495,0.007458858903225556,12.492610574775943,0.012300091001112574,1629.259879756619
WLTP_augmented,-1,49.5,2.51,0.0005513190464891,0.00727475428509747,11.194669743827559,0.011884553398692248,1636.2049802250629
WLTP_augmented,-1,49.5,3.04,0.0006347890785646,0.0069864574584881725,9.099833554556179,0.011217174825108275,1647.3596149457576
WLTP_augmented,-1,49.5,3.05,0.0006362570946258,0.006981105404012846,9.06018673619978,0.011204582776550195,1647.570084282847
WLTP_augmented,-1,49.5,3.06,0.0006377211517905,0.006975756590585331,9.020535413871597,0.011191990727991704,1647.7805537877525
WLTP_augmented,-1,49.5,3.1,0.0006435377914847,0.006954393747353273,8.861885084841074,0.011141622533758977,1648.6224334855358
WLTP_augmented,-1,49.5,3.11,0.0006449820541672,0.0069490611391648084,8.82221124265399,0.011129030485200897,1648.8329038295226
WLTP_augmented,-1,49.5,3.21,0.0006592069416861,0.006895913314909752,8.425225102335242,0.011003109999618867,1650.9376164992805
WLTP_augmented,-1,49.5,3.36,0.0006798019798783,0.00681679927499153,7.828901397148285,0.010814229271246027,1654.0947169694605
WLTP_augmented,-1,49.5,3.64,0.0007158627955021,0.006671070844592848,6.713052423120807,0.010461651911616923,1659.988072205836
WLTP_augmented,-1,49.5,3.65,0.0007170932777757,0.00666591325298615,6.673135366457583,0.010449059863058432,1660.198551611899
WLTP_augmented,-1,49.5,4.49,0.000921590324936,0.007357945637823497,7.065358456448532,0.012203272941930497,1875.582205621908
WLTP_augmented,-1,49.5,5.46,0.0011145466504644,0.0081160780985409,8.713090338394188,0.014218707765713306,2117.3170044370686
WLTP_augmented,-1,49.5,5.87,0.0011326853879501,0.007942138857204928,8.378340843800355,0.014032992619870208,2117.542092315591
WLTP_augmented,-1,49.5,5.98,0.0011364196341077,0.00789639917115445,8.28724186785817,0.013983166605131775,2117.602529741857
WLTP_augmented,-1,50.0,0.0,0.0003277717760972,0.008609923010160678,13.71760261802726,0.014785577961585455,1361.2046119693302
